0.23057	0.24457	0.025573	0.030602	0.032679	0.020777	0.030432	0.013763	0.027513	0.011875	0.0030868	0.00057659	0.00026911	0.00012068	0.00018396	0.00025504	0.00046665	0.00022671	0.00026573	0.0001587	0.00014533	0.00011553	0.00015247	0.00012855	5.722e-05	0.00012196	0.0002042	7.3791e-05	4.1449e-05	8.2108e-05	8.834e-05	5.6177e-05	4.1295e-05	3.4509e-05	3.2473e-05	0.00011661	4.9973e-05	8.201e-05	4.7994e-05	5.0419e-05	6.2226e-05	3.4393e-05	2.7258e-05	5.063e-05	5.1383e-05	4.6558e-05	2.8117e-05	4.0757e-05	4.4888e-05	3.989e-05	2.3534e-05	1.9417e-05	2.1873e-05	2.7644e-05	2.56e-05	2.8008e-05	3.2352e-05	3.5046e-05	4.3559e-05	3.4524e-05	4.1584e-05	5.632e-05	2.5001e-05	1.6939e-05
0.00046863	0.0052237	0.021518	0.024301	0.00081327	0.082557	0.026103	0.0022221	0.053754	0.0057296	0.0014723	0.13189	0.0045698	0.0028893	0.092221	0.001188	0.0017483	0.030901	0.0014743	0.0046932	0.013254	0.0015174	0.034887	0.037782	0.0029393	0.0003927	0.0020347	0.00021436	0.0050221	0.00096308	0.001503	0.0085008	0.0016225	0.0011075	0.005839	0.00086428	0.00059012	0.0019639	2.8911e-05	0.00047956	0.0021462	0.00018717	0.0011101	0.0015782	9.3738e-05	0.00071079	0.00011895	4.6075e-05	3.3768e-05	3.5103e-05	1.7617e-05	5.8657e-05	5.3113e-05	7.4883e-05	6.3629e-05	4.3064e-05	4.9337e-05	5.8445e-05	7.8569e-05	2.7247e-05	6.3147e-05	3.6562e-05	7.8642e-05	7.9166e-05
0.18918	0.33465	0.063397	0.054077	0.017089	0.006938	0.031483	0.019886	0.021277	0.016172	0.0044277	0.00063774	0.00063936	0.00018431	0.00017648	0.00097783	0.00077815	0.00093621	0.0010182	0.00027589	0.00047033	0.00049249	0.00028645	0.00018375	0.00031598	0.00058193	0.00027984	0.00021448	0.00010507	8.458e-05	3.2761e-05	2.4735e-05	1.69e-05	2.9862e-05	0.00013081	0.00029266	0.00020956	0.00013809	7.1668e-05	5.2736e-05	2.1978e-05	7.2715e-05	9.0796e-05	3.1452e-05	3.2061e-05	2.2111e-05	3.8553e-05	3.195e-05	1.881e-05	1.6506e-05	2.2918e-05	1.8294e-05	2.0856e-05	2.3316e-05	3.243e-05	2.6508e-05	1.1878e-05	2.6031e-05	3.9918e-05	2.8676e-05	2.4945e-05	3.5758e-05	2.6885e-05	4.1307e-05
0.031377	0.086984	0.044482	0.095118	0.14261	0.070507	0.035783	0.0089221	0.014562	0.012102	0.008128	0.0025311	0.003595	0.0060162	0.007239	0.0014651	0.0015102	0.0028	0.0025227	0.0029749	0.0018979	0.0012268	0.00066247	0.00076079	0.00061069	0.00053664	0.00026532	0.00027279	0.00027392	0.00033513	0.00021089	9.6657e-05	0.00014547	0.00021361	0.00030111	0.00013876	0.00023982	0.00010324	0.00018296	0.0001937	0.00015128	0.00010139	9.6469e-05	0.00013762	9.2989e-06	9.1157e-06	1.3574e-05	1.1168e-05	1.2424e-05	1.3431e-05	1.6177e-05	2.5075e-05	2.2655e-05	1.3993e-05	2.7199e-05	2.1599e-05	1.2873e-05	1.9449e-05	1.6339e-05	2.0664e-05	1.8354e-05	1.7002e-05	2.4898e-05	2.1097e-05
0.29787	0.24011	0.037791	0.025667	0.025582	0.012696	0.016877	0.0074077	0.0067564	0.010181	0.0060752	0.0010402	0.00053604	0.00035154	0.00016815	0.0001838	0.00060614	0.00018776	0.00015236	7.2178e-05	7.8677e-05	0.00012465	0.00013033	0.00013221	6.0772e-05	4.8179e-05	6.7701e-05	8.065e-05	8.3953e-05	0.0001117	8.7381e-05	6.7066e-05	2.1294e-05	2.964e-05	3.4794e-05	0.00029429	0.00048647	0.00026787	8.276e-05	8.9471e-05	0.00011444	5.6131e-05	8.4442e-05	7.4353e-05	4.0621e-05	2.2284e-05	3.0924e-05	3.1482e-05	2.1709e-05	6.5238e-05	3.9899e-05	8.4984e-05	6.1087e-05	7.7564e-05	6.9245e-05	6.6158e-05	7.147e-05	5.411e-05	5.2326e-05	9.2153e-05	9.8872e-05	6.1352e-05	8.1795e-05	0.00012273
0.17335	0.088135	0.020323	0.005585	0.0027106	0.0031487	0.002038	0.00024395	0.00087352	0.00094744	0.00022215	0.0001137	6.9454e-05	5.9015e-05	5.7435e-05	3.0389e-05	2.0231e-05	2.9713e-05	1.8305e-05	2.4779e-05	5.1738e-05	2.8017e-05	4.1636e-05	0.00010154	0.00014756	0.00013903	5.8669e-05	4.0288e-05	2.8498e-05	2.357e-05	1.6983e-05	2.8212e-05	2.7923e-05	1.9945e-05	1.4068e-05	2.7758e-05	0.00013382	1.3784e-05	1.985e-05	1.1885e-05	4.2624e-05	2.6516e-05	3.6683e-05	2.2708e-05	1.8037e-05	2.1401e-05	1.9101e-05	2.1738e-05	5.0234e-05	4.5713e-05	2.5802e-05	2.3897e-05	4.7234e-05	4.6001e-05	3.1878e-05	4.0013e-05	4.8255e-05	1.462e-05	5.9784e-05	5.2031e-05	5.7102e-05	5.9044e-05	2.6958e-05	3.8867e-05
0.16794	0.10089	0.022924	0.021362	0.016326	0.0071122	0.013019	0.0082116	0.0089373	0.0062859	0.003217	0.00083262	0.00032268	0.00013371	5.1875e-05	0.000169	0.00085947	0.00068867	0.00027946	0.00033786	0.00027012	0.00032866	0.00072104	0.0010699	0.00066096	0.001013	0.00025288	0.00036044	0.00013366	0.00010755	0.00017145	9.6286e-05	0.00042667	0.00041182	0.00015738	7.1151e-05	0.00015357	0.00015009	0.00023457	0.00010911	0.00020819	0.00021712	0.00018049	3.8118e-05	2.1652e-05	1.8793e-05	1.3869e-05	2.3853e-05	1.3522e-05	1.619e-05	2.2839e-05	1.9335e-05	7.6213e-06	1.4661e-05	2.4086e-05	1.1997e-05	2.1134e-05	2.2983e-05	9.7704e-06	2.2251e-05	1.6818e-05	1.3688e-05	2.6316e-05	1.4628e-05
0.31635	0.13126	0.012007	0.021693	0.01687	0.015678	0.011445	0.0028875	0.0034286	0.003369	0.0011179	0.001111	0.0011788	0.0012762	0.00072789	0.00079769	0.00035103	0.00050308	0.00031973	0.00067172	0.00040598	0.00098746	0.00047351	0.00061849	0.00085236	0.00055119	0.00035139	0.00041764	0.00062802	0.00035827	0.00035653	0.00039174	0.00010626	0.00012935	0.00014748	0.00015969	0.00017048	0.00022062	0.00012315	0.00014758	0.00018277	0.00013698	0.00017147	9.9515e-05	0.00021408	6.227e-05	0.00010897	0.00020285	6.8329e-05	5.1269e-05	5.2014e-05	4.0979e-05	6.8484e-05	5.5802e-05	4.7378e-05	6.3507e-05	6.9145e-05	3.037e-05	6.2807e-05	5.8996e-05	3.2583e-05	4.5204e-05	3.0566e-05	5.1962e-05
0.23775	0.16302	0.013045	0.03016	0.026939	0.0048508	0.018848	0.0045034	0.0057781	0.0029883	0.005046	0.0055353	0.0050491	0.0035814	0.0017724	0.0024406	0.0024246	0.00073489	0.00073691	0.0015486	0.00055187	0.00086316	0.00087137	0.0012886	0.0013772	0.0016815	0.001129	0.00043499	0.00022734	0.00050141	0.00040628	9.042e-05	9.3847e-05	0.00042723	0.00039464	0.00033787	0.00040346	0.00067814	0.00019243	0.000223	7.2965e-05	0.00019156	7.1273e-05	6.7882e-05	7.8805e-05	4.8568e-05	3.6999e-05	7.2385e-05	4.1622e-05	9.1376e-05	6.5274e-05	5.1936e-05	5.6345e-05	8.2505e-05	8.9439e-05	0.00013252	8.8271e-05	5.6256e-05	9.2544e-05	0.00014389	5.6608e-05	0.00011305	6.3991e-05	8.9191e-05
0.00026361	0.0012179	0.16011	0.009586	0.008734	0.11365	0.0023929	0.056406	0.017306	0.0013309	0.059574	0.00074325	0.0081909	0.0098413	0.00070227	0.040647	0.00065223	0.0053412	0.023188	0.00032215	0.013886	0.0019667	0.0014497	0.0242	0.00034848	0.0056678	0.0026464	0.00031453	0.0070539	0.00063189	0.0018075	0.0030632	2.178e-05	0.0006362	3.5715e-05	0.00014609	0.0007877	1.854e-05	0.00085496	0.00014403	4.3576e-05	0.0013094	3.4605e-05	0.00072814	0.00051722	1.2952e-05	9.8122e-06	1.3743e-05	8.1573e-06	1.504e-05	1.081e-05	1.1739e-05	1.5913e-05	1.0318e-05	1.581e-05	3.689e-05	1.8062e-05	1.2921e-05	1.1976e-05	1.3984e-05	1.8572e-05	1.8213e-05	2.3851e-05	1.9104e-05
