2.9762	2.5938	1.8412	3.3935	3.1006	2.993	2.7316	2.2244	1.4549	0.43356	0.1393	0.096262	0.093725	0.084987	0.10664	0.16954	0.16397	0.083982	0.049651	0.037637	0.038277	0.059981	0.071339	0.045262	0.017351	0.005637	0.0024064	0.00041494	0.00046244	0.001175	0.0039139	0.0084204	0.012762	0.014545	0.010478	0.0049814	0.0028093	0.0015966	0.0013311	0.0010545	0.0008002	0.0010199	0.0010627	0.0030324	0.0051768	0.0098049	0.013342	0.019569	0.019831	0.011804	0.0073542	0.0094857	0.0063935	0.0024257	0.0012881	0.0011824	0.0012711	0.0016518	0.0015387	0.00077608	0.00051984	0.00037535	0.00044639	0.00069641	0.0007607	0.00068766	0.00066696	0.0010877	0.0010906	0.0014645	0.0037817	0.0033959	0.0031813	0.0026319	0.0021615	0.0023618	0.0021763	0.0013429	0.0027749	0.0056763	0.0043895	0.0026933	0.0045176	0.0031357	0.0010289	0.00073766	0.00072801	0.00045016	0.00037456	0.00041571	0.00059548	0.00054889	0.00057255	0.00062873	0.00082152	0.00061905	0.00073876	0.00083185	0.00085727	0.00082652	0.00087754	0.00068025	0.00076741	0.00062848	0.00068425	0.00093575	0.001038	0.00099894	0.0010014	0.00093867	0.0009154	0.00093953	0.0012547	0.0011264	0.00098652	0.00089076	0.00086564	0.00085855	0.0010317	0.00084095	0.00096898	0.0010661	0.0011417	0.0011794	0.0009622	0.0011805	0.0010596	100
2.8859	2.7759	2.642	4.755	2.8121	0.76295	0.3635	0.43478	0.49685	1.6054	2.2235	1.0192	0.4947	0.52721	0.8498	0.80485	0.45743	0.43297	0.35522	0.18133	0.10054	0.13615	0.088594	0.025004	0.0073725	0.0024319	0.0022243	0.0054862	0.0097722	0.020128	0.036094	0.040068	0.034479	0.024305	0.014635	0.0091107	0.0031043	0.0035363	0.010563	0.015017	0.016858	0.035734	0.050508	0.053295	0.042314	0.034956	0.02759	0.025523	0.022011	0.0096634	0.005184	0.0084947	0.0051355	0.0012019	0.0019376	0.0069001	0.010332	0.0073972	0.0024116	0.0023736	0.0043957	0.0028225	0.00077506	0.00054747	0.00055557	0.0005463	0.00062883	0.0011571	0.0021454	0.0028811	0.0027424	0.001604	0.0014748	0.0013458	0.0009524	0.00055733	0.00050627	0.00072149	0.0013239	0.0013506	0.00089984	0.002297	0.0061927	0.0073059	0.0040082	0.0014946	0.0011266	0.00068634	0.00049913	0.00058948	0.00080814	0.00062847	0.00041908	0.00050057	0.00052608	0.00059126	0.0005752	0.00052707	0.00067602	0.00062934	0.0005489	0.00071928	0.00069115	0.00071012	0.00082874	0.00078057	0.00072135	0.00083001	0.00080107	0.00081091	0.00088655	0.00080821	0.00077082	0.00080895	0.00085199	0.00075051	0.00086376	0.00084074	0.00079574	0.00076482	0.00086642	0.00095734	0.00095205	0.00084614	0.00079985	0.00089055	0.00083139	101
4.6257	5.4393	3.9381	1.1631	0.1178	0.052108	0.017785	0.017738	0.017818	0.025958	0.079462	0.16675	0.13092	0.07408	0.072323	0.12662	0.3779	0.73014	0.57901	0.38346	0.29873	0.16779	0.07539	0.024275	0.0174	0.027327	0.041337	0.054849	0.088083	0.12542	0.10442	0.038837	0.016769	0.010015	0.014061	0.023364	0.031703	0.032969	0.024104	0.031586	0.027913	0.013938	0.0094922	0.02655	0.029502	0.012246	0.0040394	0.0026628	0.0082069	0.010778	0.0075931	0.019933	0.021423	0.0084158	0.011389	0.018577	0.018672	0.0066412	0.0010293	0.00090603	0.0013127	0.0010899	0.00053538	0.0005643	0.0008162	0.00070781	0.00090016	0.00087064	0.00093963	0.00064212	0.00057769	0.00049201	0.00095028	0.0055115	0.007817	0.0038498	0.0011324	0.0006926	0.0010504	0.0035123	0.0072894	0.010574	0.0084021	0.0043513	0.0020482	0.0015958	0.0011587	0.0011339	0.0012728	0.00085704	0.00097321	0.0013549	0.0010321	0.00081661	0.0011518	0.00090635	0.0010403	0.00086454	0.00089164	0.0009464	0.0008838	0.0011488	0.00096054	0.00084366	0.00081886	0.00082043	0.0011006	0.00095774	0.0009679	0.00092014	0.00097848	0.001154	0.0011896	0.0010086	0.00086318	0.00085007	0.0011511	0.0011811	0.0010255	0.00098532	0.0012142	0.0013505	0.0013712	0.0011788	0.0011638	0.0013101	0.00091967	102
2.3933	2.6386	3.9677	4.4938	2.7016	1.6404	0.71999	0.13685	0.032729	0.019373	0.017905	0.025198	0.036987	0.063236	0.066971	0.14852	0.22265	0.16125	0.088096	0.055446	0.025385	0.019755	0.025661	0.024512	0.013877	0.0026879	0.0003839	0.00036853	0.00034509	0.00063193	0.0022799	0.019387	0.03908	0.035808	0.027566	0.014481	0.0099156	0.007772	0.0034415	0.00077508	0.00037095	0.00039694	0.0017432	0.0050891	0.012526	0.027464	0.024512	0.0062049	0.0080392	0.0087006	0.013486	0.024689	0.026951	0.01258	0.0040035	0.0013981	0.0022302	0.0017602	0.00068789	0.00042545	0.0004803	0.00038239	0.00027296	0.00024711	0.00029085	0.0003417	0.00038819	0.00031763	0.0008164	0.0028693	0.0033603	0.0018859	0.001459	0.0013595	0.00062345	0.00059818	0.00061691	0.00070903	0.00063717	0.00070842	0.00056054	0.0006794	0.0011694	0.0010788	0.00054713	0.00049417	0.0011621	0.0011832	0.0011279	0.0009828	0.00044933	0.0003451	0.00038046	0.00078309	0.00093276	0.0004785	0.00053526	0.00046856	0.00055778	0.00051825	0.00042404	0.00040818	0.00049325	0.00054124	0.00054969	0.00059579	0.000565	0.0006768	0.00071706	0.00070397	0.00067533	0.00067457	0.00057425	0.00061004	0.00047146	0.00049045	0.00060999	0.00073059	0.00092883	0.0008592	0.00064092	0.00069592	0.00076418	0.00068248	0.00073916	0.00067086	0.00071788	103
2.8645	4.6506	5.1314	2.5438	1.1433	0.58859	0.11876	0.047081	0.019624	0.024483	0.053324	0.17949	0.21486	0.098896	0.021692	0.014011	0.022086	0.015998	0.0093584	0.0075865	0.0049525	0.0069196	0.0050238	0.0010517	0.00077637	0.00043981	0.00028224	0.00024816	0.00048314	0.0038475	0.0081363	0.0066418	0.0022386	0.00065606	0.0026877	0.010858	0.020015	0.018849	0.0065549	0.0021716	0.0086602	0.016955	0.011767	0.0094553	0.018138	0.020519	0.012699	0.0042204	0.00074351	0.00041787	0.00041972	0.0005923	0.00059609	0.00048148	0.00068453	0.00056377	0.00047503	0.00038611	0.00033759	0.00034381	0.00030733	0.00025952	0.00031953	0.00041154	0.00057352	0.00056991	0.00033506	0.00030397	0.00027112	0.00027407	0.00023676	0.00021114	0.00024384	0.00030107	0.00032025	0.00027217	0.00017645	0.00019565	0.00019728	0.00024656	0.00021073	0.00028266	0.00033482	0.0002443	0.00027404	0.00030558	0.00031007	0.00033442	0.0002859	0.0002839	0.00032161	0.00032409	0.00038299	0.00037908	0.00044687	0.00038404	0.00028959	0.00037552	0.00038681	0.00042793	0.00043029	0.00044404	0.00050878	0.00048189	0.00049651	0.00046248	0.00044436	0.00049201	0.00050657	0.00046209	0.00059803	0.00077661	0.00065659	0.00065871	0.00072499	0.00075117	0.00059596	0.00064012	0.00064908	0.00058994	0.0006193	0.00062002	0.00070577	0.00065317	0.00064956	0.00062504	0.00067799	104
3.2186	4.5253	5.019	2.9567	0.56384	0.14822	0.1067	0.095687	0.14734	0.37579	0.7211	0.56475	0.31151	0.30554	0.51696	0.40417	0.16485	0.25674	0.41744	0.40605	0.31903	0.20574	0.077143	0.01293	0.0025496	0.0036461	0.0092053	0.012567	0.018845	0.069277	0.12367	0.08528	0.038544	0.011583	0.0093008	0.0085699	0.012056	0.021113	0.031675	0.038921	0.045835	0.031718	0.02242	0.024042	0.032674	0.045816	0.031872	0.0093269	0.0016496	0.0027481	0.0053818	0.0070429	0.013843	0.022659	0.02119	0.012017	0.01721	0.023822	0.011538	0.0018936	0.0010359	0.0013795	0.0012	0.00058604	0.00062256	0.00095502	0.0010186	0.00067699	0.0010145	0.0015658	0.0016413	0.0020814	0.0046723	0.0066922	0.0040671	0.0046173	0.0084739	0.008036	0.0044754	0.0035332	0.0075507	0.0075421	0.0027643	0.00077636	0.0005288	0.00059835	0.00079616	0.0010203	0.0016196	0.0021806	0.0015075	0.00069842	0.00053313	0.0005979	0.00074866	0.00061018	0.00057316	0.0006717	0.00068568	0.00067552	0.00075063	0.0007805	0.00073015	0.00073141	0.00077242	0.00089041	0.00088651	0.00092785	0.00071983	0.00064471	0.00064428	0.00083293	0.00079826	0.00077792	0.00076262	0.0010684	0.00086128	0.0010075	0.00089238	0.00066511	0.00074128	0.00088553	0.0011299	0.0011421	0.00086001	0.00087344	0.00079648	105
0.00996	0.082849	0.23267	0.22784	0.16647	0.23443	0.3506	0.70986	0.83084	0.82871	0.79943	0.68599	1.0564	1.1383	1.007	1.7691	2.0424	2.635	2.8978	2.2309	1.5692	0.92578	0.82663	1.0862	1.1156	0.95564	0.90118	0.61943	0.52812	0.53404	0.56957	0.53534	0.41102	0.346	0.40384	0.40963	0.38513	0.42049	0.41533	0.39163	0.37284	0.45322	0.55766	0.58813	0.75653	0.78933	0.8914	1.0506	0.91745	0.8949	0.94987	0.82761	0.79671	0.91859	0.91361	0.69434	0.41345	0.53702	0.45231	0.29513	0.30199	0.26086	0.25019	0.1584	0.16005	0.16787	0.13837	0.22857	0.31106	0.35859	0.32467	0.31915	0.39966	0.52522	0.4814	0.43843	0.27893	0.22154	0.24969	0.2167	0.23174	0.25578	0.21193	0.19342	0.13458	0.13248	0.19031	0.22778	0.1909	0.16075	0.22105	0.21608	0.15062	0.15259	0.1314	0.10527	0.10736	0.12042	0.10099	0.092277	0.087715	0.097391	0.092715	0.095714	0.1023	0.11104	0.083934	0.063336	0.057883	0.054221	0.06935	0.052895	0.051954	0.041876	0.044961	0.071395	0.066965	0.07433	0.059034	0.041361	0.050339	0.044552	0.036608	0.038165	0.029359	0.018022	0.012358	106
4.4891	4.6542	2.651	0.75625	0.27851	0.27564	0.31276	0.30991	0.51452	0.51878	0.35201	0.33374	0.35693	0.47169	0.49849	0.29178	0.27123	0.35655	0.424	0.55814	0.5456	0.64869	0.66045	0.59216	0.80217	0.89647	0.93054	0.5725	0.34577	0.32191	0.29338	0.22954	0.17158	0.26787	0.43726	0.37577	0.23691	0.18698	0.24234	0.24061	0.23166	0.23963	0.30676	0.34161	0.72825	0.78904	0.66735	0.59271	0.78879	0.76445	0.79981	0.63514	0.41644	0.34333	0.38694	0.41762	0.42906	0.49841	0.52676	0.33353	0.28046	0.21512	0.15766	0.14727	0.13399	0.13065	0.15175	0.17858	0.24325	0.31276	0.37571	0.40267	0.40428	0.38222	0.49542	0.44838	0.31041	0.25601	0.31053	0.31416	0.25243	0.18424	0.24021	0.23392	0.25789	0.25008	0.28715	0.38604	0.39832	0.33995	0.27818	0.25799	0.24491	0.22295	0.17939	0.22742	0.2054	0.13124	0.14756	0.14345	0.14901	0.149	0.12281	0.10745	0.10367	0.11223	0.089114	0.075787	0.079556	0.079297	0.074349	0.084991	0.082081	0.07062	0.066342	0.066979	0.068343	0.059253	0.04725	0.046946	0.037769	0.031299	0.029571	0.020256	0.0141	0.011568	0.010435	107
4.427	5.045	3.3662	0.99334	0.23039	0.1294	0.11889	0.090513	0.097115	0.13923	0.37418	0.41234	0.26145	0.30277	0.39158	0.71127	0.83752	0.67889	0.95001	1.3705	1.5793	0.99463	0.59844	0.75937	0.86061	0.95461	0.69344	0.42911	0.38081	0.45718	0.42356	0.29973	0.20479	0.19379	0.2829	0.29156	0.18117	0.13839	0.19693	0.22414	0.18299	0.13634	0.13393	0.15151	0.14996	0.16444	0.18237	0.20462	0.2478	0.29132	0.30894	0.27222	0.27286	0.23009	0.15336	0.15434	0.17694	0.13697	0.14689	0.10946	0.10915	0.085503	0.095907	0.06434	0.066605	0.081086	0.092306	0.12167	0.14679	0.12714	0.19058	0.22662	0.21133	0.20895	0.1952	0.14624	0.12993	0.15452	0.15807	0.16137	0.1553	0.15188	0.16012	0.15727	0.11503	0.10704	0.11159	0.090726	0.070156	0.049422	0.050406	0.041711	0.026958	0.039674	0.054392	0.060433	0.059284	0.064175	0.055774	0.04235	0.033106	0.025416	0.018277	0.016074	0.024341	0.020497	0.018652	0.020591	0.022064	0.019395	0.020847	0.022809	0.015953	0.017533	0.018605	0.021102	0.019043	0.021615	0.020394	0.016098	0.014113	0.01321	0.013784	0.010374	0.0073185	0.0052885	0.0025529	108
2.8987	3.6275	2.8417	1.1504	0.30048	0.19529	0.40612	1.0053	1.3257	0.80679	0.72989	1.3919	1.9385	1.6651	1.837	1.5744	1.0128	0.84775	1.0264	0.77576	0.54868	0.29791	0.29018	0.32141	0.35169	0.39187	0.3317	0.23582	0.17281	0.21701	0.23933	0.26659	0.2716	0.23738	0.17535	0.14875	0.11659	0.12484	0.20811	0.23576	0.17568	0.19187	0.19603	0.35216	0.53881	0.5006	0.39433	0.48264	0.41326	0.37334	0.35841	0.26697	0.28398	0.2588	0.26764	0.20996	0.14523	0.11774	0.10117	0.092346	0.080297	0.069337	0.055072	0.044047	0.032644	0.02531	0.034568	0.056203	0.094475	0.093659	0.084802	0.10664	0.12393	0.11584	0.12253	0.10663	0.13067	0.14715	0.11482	0.076399	0.066699	0.075241	0.087377	0.093935	0.084235	0.076497	0.083729	0.095189	0.13743	0.13421	0.11983	0.081611	0.066582	0.056248	0.061622	0.064195	0.053961	0.04129	0.043504	0.029242	0.032077	0.032402	0.026639	0.024568	0.024449	0.025964	0.041791	0.03584	0.033266	0.026064	0.026138	0.03158	0.029004	0.023347	0.021426	0.016269	0.016353	0.022616	0.020694	0.017734	0.013662	0.010782	0.010797	0.0096952	0.0085453	0.0072478	0.0047758	109
