dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	el16	el17	el18	el19	el20	el21	el22	el23	el24	el25	el26	el27	el28	el29	el30	el31	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	stat45	stat46	stat47	stat48	stat49	stat50	stat51	stat52	stat53	stat54	stat55	stat56	stat57	stat58	stat59	stat60	stat61	stat62	stat63	stat64	stat65	stat66	stat67	stat68	stat69	stat70	stat71	stat72	stat73	stat74	stat75	stat76	class
0.01442	0.068363	0.060831	0.17134	0.34676	0.31735	0.25856	0.30208	0.28879	0.31779	0.34736	0.37258	0.37057	0.42777	0.499	0.49554	0.42618	0.41431	0.43168	0.4236	0.29247	0.38923	0.24919	0.21241	0.064112	0.0090209	0.012643	0.0094771	0.0093485	0.0044939	0.0023861	0.0037025	0.0024598	0.499	0.4982	0.29582	-0.20237	0.073415	0.52907	0.59683	0.66948	0.73927	0.77968	0.17578	0.40225	1.2828	1.4926	1.5525	0.034245	0.0019409	0.088417	0.1817	0.16705	0.14083	0.15305	0.14505	0.16754	0.19004	0.20172	0.20047	0.22719	0.28422	0.269	0.21922	0.21358	0.24346	0.23128	0.14973	0.21094	0.12482	0.10644	0.032229	0.0046095	0.0033041	0.0016689	0.0020233	0.00029303	0.00024572	0.00015222	0.00029374	0.18034	0.35637	0.23387	0.29433	0.14128	-0.13983	0.10545	0.088488	0.083618	0.049719	0.12713	0.13784	0.082002	0.045651	0.055367	0.056128	0.074343	0.011593	0.052883	0.10916	0.10663	0.019436	0.047504	0.1147	0.054482	0.1413	0.14083	0.13681	0.1169	0.13183	0.12123	0.028174	-0.010684	-0.097367	0.11198	0.12128	0.14649	-0.057618	0.0032771	0.10045	-0.013806	-0.053153	-0.049058	-0.033687	2.07	625
0.0067926	0.061557	0.087333	0.086422	0.075131	0.071247	0.18773	0.2197	0.1801	0.16034	0.22274	0.18649	0.099577	0.096799	0.13173	0.138	0.14532	0.1698	0.19633	0.23047	0.19265	0.045446	0.00539	0.0058011	0.009367	0.010856	0.013462	0.0060397	0.0036168	0.0028758	0.0020022	0.0026764	0.0009711	0.23047	0.13112	0.060659	-0.070458	0.036525	0.16007	0.2382	0.34941	0.48697	0.56175	0.35156	0.12161	0.54983	0.6311	0.68515	0.025324	0.019474	0.040904	0.03239	0.032604	0.036637	0.010901	0.053703	0.08176	0.11396	0.093483	0.049883	0.036005	0.047718	0.018318	0.072819	0.085388	0.098626	0.11546	0.098205	0.02284	0.0027266	0.0019157	0.00068009	0.0041454	0.0019487	0.0026717	0.0003966	0.0012106	0.00097192	0.00050914	0.00036977	0.28044	0.2924	0.26008	0.27953	0.13355	-0.0075082	-0.1405	-0.13935	-0.096301	-0.042783	0.035035	0.053776	0.11935	0.1154	0.14039	0.14122	0.095263	0.13703	-0.1006	0.14082	0.13638	0.13767	0.14118	0.11975	0.13713	0.01687	0.080684	-0.14132	0.070563	-0.13997	-0.10729	0.10878	0.12635	0.078062	0.074706	0.020464	0.1297	0.031224	0.12732	0.095385	-0.017469	-0.042483	-0.016662	-0.028466	1.9434	822
0.010978	0.47981	0.15683	0.14815	0.25514	0.42343	0.082945	0.16253	0.12658	0.13519	0.15856	0.1216	0.10615	0.38665	0.43352	0.54926	0.48174	0.20523	0.06327	0.04792	0.090514	0.040652	0.0074568	0.014121	0.0097365	0.015541	0.01902	0.024042	0.013849	0.0063466	0.0048122	0.0075172	0.0036043	0.54926	0.21272	0.12471	-0.088013	0.043851	0.25039	0.34658	0.47429	0.62483	0.72779	0.43359	0.066945	0.34735	0.40138	0.46446	0.15069	0.061377	0.050101	0.037856	0.061055	0.009195	0.070663	0.064133	0.068111	0.079416	0.063443	0.054113	0.21571	0.237	0.29531	0.26279	0.10509	0.032762	0.020632	0.04977	0.0087961	0.0032504	0.003103	0.0016264	0.0029447	0.010128	0.010074	0.0003032	0.0013887	0.00043722	0.0028414	0.00086626	0.20147	0.29457	0.22517	0.24851	0.13792	-0.121	0.032473	0.080768	-0.017899	0.13326	0.083682	0.12714	0.13407	0.14141	0.093221	0.11964	0.028432	0.046315	0.062117	0.048315	0.11442	0.10155	0.13921	0.041085	-0.13293	0.13629	-0.12127	0.11637	0.072828	0.012502	0.035202	0.060758	0.13238	0.057278	0.060082	-0.11095	0.31289	0.15773	0.13978	0.21537	0.070684	-0.018753	-0.033433	0.0073417	1.8042	592
0.0058761	0.042849	0.060713	0.078371	0.1068	0.067009	0.078318	0.094214	0.069481	0.094335	0.25078	0.22772	0.24755	0.24634	0.09129	0.07744	0.10856	0.078528	0.084616	0.067749	0.029819	0.03074	0.0087245	0.0075006	0.0061435	0.0086018	0.0096384	0.0089127	0.0082656	0.0039025	0.0021738	0.0018404	0.0021896	0.25078	0.10727	0.045955	-0.06131	0.026528	0.13958	0.23573	0.38966	0.59216	0.62959	0.47266	0.14079	0.41445	0.54803	0.62362	0.013509	0.025297	0.042186	0.056036	0.032038	0.024814	0.045359	0.026293	0.050298	0.13172	0.11406	0.12422	0.12365	0.046576	0.047582	0.050218	0.029875	0.027873	0.01453	0.0088866	0.0023012	0.0029211	0.0016501	0.0038106	0.0013299	0.0040194	0.0029493	0.0037385	0.00092443	0.00066031	0.00071723	0.00033305	0.229	0.27535	0.2253	0.24552	-0.081905	0.10907	-0.13717	-0.13985	0.001485	0.09929	0.11582	-0.13514	0.070395	0.085943	0.14139	0.13906	0.13861	0.1187	-0.039426	-0.0010329	-0.1198	0.082615	-0.07057	0.13683	0.10138	-0.00012512	0.046369	-0.10633	-0.052943	0.13784	0.017847	0.096594	0.11874	0.12265	0.015948	-0.047693	0.23262	0.17551	0.29998	0.23352	0.038759	-0.012013	0.073821	0.025281	1.8058	493.5
0.008088	0.12568	0.19171	0.30934	0.20714	0.061559	0.037582	0.13174	0.0343	0.051942	0.08225	0.16181	0.090618	0.11312	0.09387	0.26234	0.25795	0.25897	0.1766	0.041653	0.032066	0.067863	0.16727	0.014413	0.0080773	0.014607	0.018444	0.010843	0.0088529	0.0047179	0.0025626	0.0030019	0.0021304	0.30934	0.14459	0.086616	-0.057975	0.032854	0.18029	0.27979	0.4271	0.61369	0.69535	0.40625	0.10725	0.62555	0.71952	0.73532	0.040131	0.14151	0.12099	0.06367	0.014647	0.015108	0.067416	0.017184	0.02548	0.047752	0.079967	0.045625	0.057662	0.055363	0.1332	0.13169	0.13087	0.088452	0.021276	0.011546	0.034122	0.088922	0.0065785	0.0025405	0.0016781	0.0067356	0.00047341	0.0018475	0.0016506	0.00087554	0.00092668	0.00011259	0.16707	0.2188	0.21612	0.20494	0.068476	-0.14081	0.1048	0.031958	0.13113	-0.13094	0.11515	0.14115	-0.056826	-0.10635	0.10607	0.13484	0.10484	-0.13838	0.1245	0.11796	0.13024	0.14142	0.11731	-0.10549	0.13653	0.073371	0.042706	-0.077348	0.0060784	-0.002615	0.1356	-0.13329	-0.01628	-0.14118	-0.14142	-0.0051482	0.56966	0.26811	0.45422	0.40851	0.29242	0.04628	0.1576	0.13304	1.5286	625
0.0059547	0.062534	0.061438	0.044798	0.11177	0.076402	0.079233	0.062307	0.14274	0.076846	0.12192	0.087379	0.11635	0.28261	0.24774	0.13037	0.24805	0.31996	0.23102	0.074399	0.046656	0.052796	0.01518	0.010401	0.0075727	0.01298	0.020884	0.011757	0.011238	0.012802	0.0091847	0.011193	0.0059645	0.31996	0.15701	0.086572	-0.070434	0.027586	0.20272	0.33711	0.54924	0.82669	0.89158	0.33594	0.076727	0.54884	0.68115	0.74691	0.030216	0.014871	0.024975	0.044738	0.024702	0.047557	0.028974	0.070578	0.03912	0.061072	0.044693	0.058549	0.14981	0.13764	0.048463	0.12553	0.16739	0.12	0.037342	0.025248	0.016046	0.0037996	0.0019781	0.0041827	0.0060446	0.0031517	0.0031167	0.0010629	0.0034467	0.0010727	0.0018033	0.00041681	0.23925	0.26	0.22359	0.2441	-0.14125	-0.13913	0.029049	0.026477	0.091575	-0.025319	0.036634	0.11984	0.12136	0.14128	0.11572	0.13549	0.076293	0.031965	0.1074	0.12847	0.090222	0.098059	0.13878	0.055822	0.14056	0.12563	0.046739	-0.1197	0.09375	-0.12571	0.075511	-0.13121	0.024019	0.056487	0.14136	0.049961	0.4255	0.20717	0.36987	0.32113	0.12701	0.013532	0.10437	0.066195	1.68	559
0.0069271	0.051233	0.10643	0.086932	0.085495	0.086513	0.14468	0.19796	0.13738	0.15461	0.12773	0.17788	0.11314	0.18788	0.17327	0.14037	0.19829	0.18301	0.15654	0.067173	0.19417	0.22551	0.22749	0.014246	0.0083429	0.0092714	0.015743	0.010571	0.0039148	0.0034032	0.0032341	0.0016444	0.0023333	0.22749	0.18656	0.085137	-0.10142	0.035646	0.22885	0.34387	0.50907	0.71458	0.82159	0.28516	0.25695	0.79026	0.75281	0.74127	0.020708	0.042009	0.048221	0.030278	0.043821	0.068042	0.082868	0.071218	0.054403	0.062118	0.089096	0.046452	0.097247	0.088376	0.071918	0.099731	0.092947	0.080123	0.038452	0.097392	0.11316	0.13724	0.0044441	0.0012779	0.00082036	0.0079251	0.0022168	0.00046622	0.00062706	0.0016391	0.0008896	0.00078265	0.25336	0.25916	0.22628	0.25052	-0.12417	0.09468	-0.10663	-0.094425	-0.089847	0.1359	0.13605	0.10031	0.0012493	0.019214	0.14141	-0.14141	0.10205	0.11905	0.11373	0.13619	0.12414	0.11491	0.0077106	0.13961	0.13913	-0.028489	0.1217	0.10504	0.12986	0.047556	-0.061462	-0.14115	-0.11051	0.12673	0.056117	-0.014524	0.22283	0.027087	0.23072	0.15311	0.025492	-0.024598	0.036487	0.00029585	1.9082	691
0.0043943	0.058577	0.094933	0.084133	0.047125	0.11901	0.027699	0.071825	0.072026	0.10041	0.10276	0.074787	0.058898	0.038512	0.17481	0.27472	0.085515	0.11988	0.068011	0.019097	0.017411	0.024674	0.0054773	0.0058591	0.0083071	0.012867	0.007406	0.0087257	0.0065257	0.0048223	0.0023029	0.0013571	0.0011732	0.27472	0.080796	0.034957	-0.045838	0.020428	0.11076	0.2074	0.37707	0.60595	0.57008	0.39844	0.17872	0.29755	0.32081	0.36818	0.014961	0.012307	0.04092	0.019352	0.04772	0.0033823	0.028656	0.019105	0.050801	0.053987	0.039918	0.018116	0.021545	0.087557	0.13973	0.043547	0.061365	0.034826	0.0098734	0.0038992	0.012367	0.0012445	0.0034262	0.0020229	0.0021764	0.0028576	0.0015494	0.0018597	0.00080165	0.00045899	0.00036965	0.00055088	0.23821	0.2372	0.22575	0.23448	0.0046238	0.13846	0.082802	-0.13901	-0.13499	0.14118	-0.0072128	0.1289	0.12883	0.085678	0.069304	-0.066659	-0.030137	0.1414	0.1224	0.12096	0.11476	0.11439	0.10328	-0.12379	0.14049	-0.12006	-0.045376	5.7662e-05	-0.13472	0.14098	-0.1404	-0.12192	0.14099	0.035119	0.077575	0.14142	0.38154	0.28571	0.40529	0.35415	0.093903	0.048153	0.10974	0.080191	1.5794	690.5
0.0061104	0.10597	0.062058	0.063705	0.090821	0.082702	0.21236	0.13005	0.12501	0.05596	0.081346	0.087726	0.15098	0.16025	0.18682	0.16875	0.15259	0.047513	0.086467	0.10107	0.044198	0.031148	0.15926	0.013219	0.013104	0.020432	0.013652	0.011338	0.0071906	0.008225	0.0064391	0.0052957	0.005077	0.21236	0.10368	0.049006	-0.054679	0.030994	0.1308	0.20772	0.32408	0.47321	0.52884	0.52734	0.1377	0.25963	0.5009	0.56891	0.039802	0.020283	0.030395	0.03799	0.036419	0.037332	0.047631	0.026917	0.025218	0.044257	0.041894	0.079319	0.080886	0.094065	0.085364	0.080244	0.021596	0.037223	0.037006	0.017925	0.0043929	0.091863	0.0070007	0.0008243	0.0025305	0.0036625	0.0022884	0.001344	0.001126	0.0014256	0.001252	0.00078582	0.24138	0.24636	0.2205	0.23735	0.063349	-0.058605	0.14114	-0.090386	-0.13705	0.050946	-0.028896	-0.071048	-0.075287	-0.0016506	0.10022	0.08569	0.13173	0.13476	0.12902	0.084679	-0.00395	-0.012079	0.1245	-0.045786	0.040788	0.0019699	0.07726	0.14099	-0.058458	-0.096902	-0.11103	-0.035807	0.12917	-0.033322	0.12042	-0.099144	0.29377	0.1527	0.2523	0.2313	0.051547	-0.010729	0.03443	0.021627	1.8345	690.5
0.013254	0.040572	0.10424	0.088962	0.074303	0.062984	0.089823	0.098337	0.050239	0.047813	0.1325	0.16299	0.287	0.39812	0.5132	0.53979	0.55347	0.59745	0.49074	0.2948	0.19519	0.050156	0.37388	0.042099	0.020884	0.025468	0.030069	0.026413	0.020402	0.019259	0.004763	0.0073078	0.0055542	0.59745	0.327	0.18871	-0.13829	0.058517	0.36335	0.44854	0.54942	0.65743	0.73911	0.24219	0.081622	0.5234	0.61922	0.68532	0.022396	0.0095656	0.037805	0.01373	0.026855	0.01162	0.014243	0.025211	0.025922	0.067026	0.082182	0.14751	0.20827	0.26952	0.29391	0.30819	0.31862	0.2537	0.14919	0.09802	0.025221	0.18797	0.021129	0.011298	0.0014818	0.015445	0.0093087	0.0033285	0.0096567	0.0010408	0.0014488	0.001147	0.072814	0.31067	0.15398	0.21907	0.037646	0.12333	0.049877	0.08305	0.1293	0.060643	-0.14098	0.13901	0.054106	0.129	0.13302	0.11009	0.090273	0.086088	0.050038	0.030073	0.070149	0.1034	0.12852	0.13813	0.1364	0.13668	0.13887	-0.13825	-0.13743	-0.057022	-0.13629	-0.14131	0.14005	0.092016	0.14135	-0.13851	0.12951	0.24119	0.26898	0.44183	-0.022932	0.0013977	0.021918	0.15233	1.4961	1219
0.010835	0.080702	0.08474	0.080279	0.063262	0.10955	0.1666	0.076063	0.043424	0.073085	0.1492	0.10108	0.15773	0.25866	0.27088	0.31272	0.24069	0.22869	0.4172	0.5177	0.55083	0.28381	0.27273	0.02652	0.028994	0.01874	0.021301	0.068411	0.037866	0.013329	0.0075566	0.0070915	0.0053328	0.55083	0.27146	0.13063	-0.14083	0.056117	0.30416	0.38177	0.47526	0.57695	0.65424	0.21484	0.13855	0.34692	0.51909	0.46968	0.034737	0.032817	0.023831	0.032834	0.026941	0.049642	0.034743	0.0087451	0.024832	0.052287	0.025411	0.075366	0.13154	0.14099	0.16082	0.13023	0.11657	0.21019	0.26076	0.27678	0.14428	0.16549	0.0062739	0.014578	0.0029873	0.0024826	0.010661	0.015019	0.0035909	0.0023282	0.0013773	0.0045982	0.1529	0.29744	0.1338	0.21705	0.011142	-0.11785	0.13486	0.098967	-0.031688	-0.0050736	0.084301	-0.13875	-0.096139	0.13522	0.13926	0.1179	0.12259	0.095842	0.10942	0.055981	0.11984	0.13402	0.13437	0.13736	0.12303	-0.032062	-0.064771	0.13652	0.13593	0.13182	-0.12065	-0.01612	0.13611	0.03339	0.010624	-0.023899	0.12136	0.17972	0.1382	0.29919	-0.033002	-0.016	-0.016088	0.069539	1.7983	1219
0.0051806	0.11448	0.10758	0.11672	0.15552	0.16617	0.027185	0.09081	0.041431	0.040284	0.080291	0.033684	0.15388	0.066835	0.099937	0.25735	0.096657	0.067269	0.062588	0.17079	0.030481	0.030739	0.0076928	0.0081152	0.010932	0.017686	0.013885	0.011928	0.0098173	0.0044265	0.0034452	0.0024237	0.0025316	0.25735	0.058395	0.023151	-0.035243	0.021826	0.079003	0.14411	0.25582	0.40594	0.39552	0.57031	0.10283	0.27768	0.31368	0.31133	0.046468	0.046797	0.051467	0.058144	0.073798	0.0068198	0.045588	0.020874	0.011465	0.018475	0.016949	0.031465	0.022469	0.047221	0.12891	0.044991	0.036422	0.019005	0.045384	0.003805	0.011478	0.0020417	0.0027604	0.002662	0.0017479	0.0020821	0.0033605	0.0013816	0.00060319	0.00030191	0.00070721	0.00077914	0.25175	0.22595	0.21255	0.23119	0.14141	0.10785	0.1022	0.12207	-0.024551	0.063012	0.13851	0.134	0.10711	0.13166	-0.045708	0.041119	0.13617	0.14138	0.14134	0.12867	0.055332	-0.12277	0.010753	0.08176	0.0087015	-0.13898	-0.099463	-0.10779	0.07386	-0.14023	-0.05723	-0.021378	0.036479	-0.13978	0.054248	-0.026375	0.36706	0.31353	0.40405	0.36428	0.073621	0.050814	0.10459	0.078098	1.5341	661.5
0.0057838	0.086418	0.088087	0.15696	0.19758	0.17728	0.04366	0.064156	0.056811	0.095984	0.099741	0.15557	0.26533	0.27227	0.11877	0.07622	0.048301	0.028946	0.03877	0.028365	0.023183	0.019415	0.096892	0.011814	0.0082046	0.016381	0.018351	0.013478	0.0086118	0.0029073	0.0016342	0.0017857	0.001144	0.27227	0.078115	0.028835	-0.049279	0.024194	0.10353	0.18133	0.31005	0.48139	0.49273	0.57422	0.14636	0.29677	0.41166	0.4325	0.011536	0.041273	0.063497	0.068687	0.071692	0.022274	0.03692	0.011706	0.037461	0.02267	0.089662	0.13293	0.13653	0.066631	0.042458	0.0083818	0.011394	0.008291	0.010099	0.0066853	0.0096396	0.023008	0.0040313	0.0001581	0.0052894	0.0092357	0.0032039	0.0031316	0.0010344	0.00065606	0.00073753	0.0003786	0.25663	0.26112	0.2261	0.24916	0.11532	-0.091084	-0.11623	0.10044	0.11825	-0.066273	-0.021546	-0.060031	0.13642	-0.14044	0.0025775	0.14107	0.13996	0.023783	-0.13312	-0.029662	0.054258	-0.045763	-0.11461	0.047868	0.068981	-0.034262	-0.12691	-0.11236	0.077209	0.13534	0.10498	-0.027349	-0.12804	-0.093673	0.10459	-0.10699	0.29346	0.24018	0.33419	0.28775	0.037233	0.0071275	0.068069	0.034533	1.7179	731.5
0.0062032	0.094637	0.099141	0.073779	0.098861	0.14995	0.080084	0.10284	0.16796	0.096817	0.091732	0.10426	0.1145	0.1863	0.21367	0.15004	0.074754	0.073709	0.052203	0.048956	0.078806	0.062329	0.024993	0.012994	0.0064081	0.0093681	0.017436	0.010077	0.010558	0.0070527	0.0077534	0.0092754	0.010228	0.21367	0.10286	0.044251	-0.058611	0.031308	0.1295	0.20483	0.31838	0.46361	0.51945	0.39062	0.21697	0.35805	0.53176	0.60952	0.029363	0.039934	0.011123	0.027453	0.053626	0.020609	0.051655	0.089551	0.049484	0.057021	0.060673	0.05907	0.093317	0.10715	0.081017	0.039467	0.035429	0.01565	0.017924	0.01906	0.039934	0.0044642	0.0056364	0.0025706	0.004253	0.0072832	0.0038313	0.0053763	0.0022092	0.000851	0.0013977	0.0017461	0.2305	0.26752	0.2455	0.24939	-0.14129	-0.12206	0.11689	-0.070918	-0.11447	0.1089	0.13786	0.070437	-0.14004	-0.086775	-0.0044774	0.10578	0.14132	0.13993	0.057922	-0.090581	-0.14138	0.0048466	0.10123	0.095751	-0.12644	0.11802	-0.093929	0.11374	0.10655	0.04258	-0.024346	0.12098	-0.12102	-0.029027	0.016586	0.096103	0.20706	0.1413	0.2727	0.20474	0.020493	-0.012701	0.044457	0.013199	1.8374	522.5
0.0054494	0.14213	0.082779	0.051674	0.10083	0.069901	0.068847	0.086248	0.036239	0.084724	0.082303	0.11469	0.14316	0.18215	0.14077	0.18784	0.061071	0.066688	0.062865	0.027915	0.026344	0.071561	0.18236	0.018119	0.015169	0.017068	0.01697	0.020318	0.01983	0.016231	0.022941	0.02523	0.023763	0.18784	0.091724	0.058891	-0.032833	0.027139	0.11882	0.19887	0.32596	0.49262	0.5282	0.53516	0.11081	0.42883	0.45277	0.52684	0.015575	0.0059878	0.010449	0.022398	0.035755	0.023396	0.02427	0.011786	0.043056	0.050394	0.045637	0.061218	0.096203	0.073037	0.079355	0.031629	0.033402	0.032428	0.012082	0.0073893	0.036511	0.094922	0.0043767	0.0066222	0.0024789	0.005101	0.0038669	0.0032625	0.001973	0.0027474	0.002616	0.0027055	0.19681	0.19985	0.19827	0.19965	-0.039632	-0.14074	-0.13686	-0.14068	-0.024543	-0.12771	-0.12129	0.037722	0.12344	-0.037411	-0.10943	-0.079946	0.011206	0.09933	-0.10009	0.10137	0.14142	0.1059	0.013578	-0.030976	0.11869	0.095764	-0.14069	0.099954	-0.006297	0.026081	-0.00018896	-0.092201	0.069469	0.09091	0.047438	-0.0089498	0.47908	0.29046	0.41114	0.38516	0.17248	0.066224	0.13746	0.11576	1.6323	836
0.0054767	0.081433	0.082374	0.088071	0.11297	0.11648	0.064583	0.099459	0.065418	0.068335	0.13602	0.11045	0.061698	0.13817	0.21025	0.21946	0.079429	0.02679	0.017363	0.014078	0.029177	0.039857	0.13218	0.0079921	0.011146	0.012855	0.012368	0.012528	0.011007	0.011222	0.012904	0.017626	0.019319	0.21946	0.072819	0.032975	-0.039844	0.024648	0.096156	0.16718	0.28392	0.43898	0.45299	0.51562	0.12411	0.32865	0.41172	0.52856	0.038224	0.043859	0.047864	0.041637	0.054615	0.01574	0.051049	0.029252	0.021505	0.059979	0.04624	0.026823	0.069264	0.099486	0.093944	0.041045	0.010255	0.0028264	0.006811	0.010465	0.019409	0.024359	0.0010673	0.00087636	0.0030347	0.0017986	0.0065224	0.0048529	0.0014727	0.0019788	0.0025589	0.0023652	0.27872	0.27891	0.238	0.2663	-0.13997	-0.014437	-0.12575	-0.14142	-0.12009	-0.097507	-0.13867	0.090161	0.13936	-0.00822	-0.062389	0.058267	0.14037	0.10388	0.12216	0.10389	-0.13947	0.049222	-0.0011237	0.12314	0.11365	0.14107	-0.12914	0.10764	-0.073139	0.13662	0.095495	-0.099471	0.13513	0.13536	0.044509	0.13104	0.26694	0.20998	0.25857	0.24726	0.014675	-0.0043627	0.020679	0.010902	1.6795	870.5
0.0080202	0.10951	0.059216	0.12119	0.17382	0.14083	0.12611	0.15662	0.15306	0.17374	0.14992	0.22699	0.26937	0.36253	0.3469	0.29086	0.19235	0.1291	0.091205	0.10165	0.11466	0.064495	0.063742	0.014189	0.014652	0.014419	0.012866	0.0097959	0.016774	0.0080859	0.0034512	0.0035758	0.0060085	0.36253	0.14862	0.058129	-0.090493	0.0374	0.18058	0.26623	0.38703	0.53561	0.61957	0.61719	0.18683	0.54801	0.55507	0.62889	0.048653	0.03933	0.043835	0.041092	0.076181	0.042652	0.06013	0.056116	0.054057	0.07161	0.11996	0.13505	0.18241	0.17418	0.14657	0.10467	0.04922	0.049034	0.048201	0.037105	0.015941	0.010845	0.0071571	0.0029299	0.0063511	0.0079334	0.0032755	0.0068189	0.0018431	0.00066973	0.0014667	0.00028926	0.28695	0.33005	0.2529	0.29371	-0.10977	-0.085344	-0.067428	0.12733	-0.0011287	0.14124	0.12204	-0.13545	-0.14102	0.088441	0.079501	0.14013	0.1357	0.13831	0.13377	0.050558	-0.11341	0.078287	-0.1264	0.12184	-0.018393	0.052672	0.13258	0.011714	-0.082638	-0.086072	-0.141	0.13686	0.13417	-0.020023	-0.12539	-0.091964	0.034434	0.03284	0.043807	0.050211	-0.046541	-0.053583	-0.049828	-0.04665	2.0237	766
0.0071041	0.18689	0.11048	0.050124	0.087103	0.10414	0.10203	0.12853	0.1562	0.15539	0.12371	0.13002	0.16791	0.25952	0.27928	0.28725	0.27741	0.23832	0.12219	0.084864	0.11068	0.092155	0.10865	0.012513	0.016792	0.015431	0.011218	0.014597	0.010068	0.0049588	0.0026759	0.002969	0.0017915	0.28725	0.19563	0.11503	-0.080596	0.036603	0.23872	0.35495	0.52024	0.72459	0.83609	0.26953	0.12488	0.56123	0.69614	0.8473	0.0097396	0.050688	0.020704	0.019462	0.036498	0.04681	0.059811	0.075185	0.076864	0.073913	0.072339	0.088518	0.13219	0.14139	0.15285	0.14637	0.1232	0.061219	0.042086	0.055455	0.046278	0.054618	0.0043344	0.0011518	0.0054575	0.0030742	0.0013574	0.0050552	0.00079928	0.001088	0.00094144	0.00041828	0.172	0.21672	0.18891	0.19921	-0.13554	-0.13969	0.021473	0.094281	0.10871	0.050946	0.12149	0.0072615	0.055763	-0.022416	0.030772	0.082048	0.12064	0.12802	0.072427	0.081178	0.10347	0.14108	0.041542	0.14102	0.13813	0.13682	0.10812	0.073954	0.10728	0.0034389	0.060354	0.13834	0.13384	0.06418	0.13923	0.011165	0.3817	0.064171	0.26733	0.21261	0.14076	-0.024271	0.06681	0.025316	1.9053	836
0.0045556	0.054257	0.044771	0.074689	0.072361	0.11319	0.038867	0.067355	0.11321	0.077511	0.1101	0.11685	0.13047	0.093463	0.060187	0.11612	0.032016	0.049262	0.053162	0.022533	0.02367	0.018144	0.0099493	0.0084696	0.020427	0.0096533	0.014307	0.016192	0.0096596	0.0090751	0.0026637	0.0011689	0.0022251	0.13047	0.053256	0.032751	-0.020505	0.022265	0.071766	0.12989	0.22892	0.36179	0.35606	0.54688	0.15667	0.21115	0.22776	0.29233	0.018881	0.0048812	0.038436	0.014216	0.053209	0.01388	0.033848	0.062082	0.025079	0.05073	0.045958	0.061397	0.04759	0.0032462	0.030405	0.0072593	0.01244	0.022794	0.0082894	0.010598	0.0058938	0.0014725	0.003073	0.0048616	0.002075	0.0033719	0.0042154	0.0038246	0.0018728	0.00059454	0.00021413	0.00091939	0.2752	0.28626	0.26726	0.27665	0.0081303	0.13072	-0.093132	0.10793	-0.090858	0.055949	0.13721	0.043532	-0.095944	-0.141	-0.14083	-0.10708	0.12107	0.13736	-0.072976	-0.0051632	-0.132	-0.089562	-0.044077	0.030815	-0.13333	0.024303	-0.11298	0.0072476	-0.10309	0.14142	0.10851	0.072819	0.084699	-0.025148	0.13842	-0.014878	0.33351	0.27236	0.28962	0.29802	0.050308	0.023892	0.035749	0.035951	1.709	801.5
0.0059985	0.0695	0.065986	0.10247	0.1102	0.12514	0.19075	0.18207	0.13248	0.15402	0.16655	0.12689	0.091879	0.08275	0.089193	0.13197	0.20219	0.082251	0.070693	0.068597	0.027521	0.037464	0.15245	0.028416	0.029973	0.018808	0.022185	0.017696	0.025096	0.032215	0.040615	0.03841	0.038436	0.20219	0.059212	0.045795	-0.013417	0.029828	0.075268	0.12136	0.19207	0.28334	0.31334	0.66797	0.098898	0.19268	0.30676	0.42895	0.022491	0.031148	0.031238	0.050729	0.047696	0.026808	0.065072	0.034862	0.038665	0.077667	0.053153	0.027237	0.030555	0.048667	0.037584	0.03125	0.041312	0.037751	0.033366	0.0076826	0.018869	0.029335	0.0022239	0.0057147	0.0055698	0.0019139	0.00056194	0.003999	0.0062841	0.0060064	0.0056338	0.0055848	0.23476	0.26192	0.26684	0.25558	-0.099788	-0.11845	-0.09612	-0.1402	-0.11671	0.0038345	-0.020912	-0.094249	-0.09991	-0.093687	-0.14046	0.015694	0.0067481	-0.12051	-0.13829	-0.13984	0.13787	-0.057054	0.075006	0.048768	0.13443	0.14139	0.096819	0.1266	0.13679	0.081873	0.080327	0.019804	0.083726	0.12014	0.13344	0.14141	0.31428	0.2381	0.22522	0.2566	0.05731	0.023904	0.012205	0.028597	1.8533	766
