1;196,5589;
2;196,5589;
3;196,5589;
4;196,5589;
5;194,1311;
6;195,1691;
7;194,5498;
8;190,9875;
9;186,5408;
10;189,362;
11;192,2824;
12;189,81;
13;189,2954;
14;190,5851;
15;190,1629;
16;188,2084;
17;190,3056;
18;192,3188;
19;191,0244;
20;190,927;
21;190,5358;
22;189,4884;
23;189,5633;
24;189,1144;
25;188,4847;
26;188,338;
27;191,2932;
28;191,5964;
29;189,6663;
30;190,778;
31;190,9626;
32;188,669;
33;188,4847;
34;188,7992;
35;189,2445;
36;189,6146;
37;189,3821;
38;188,0265;
39;189,7395;
40;190,0298;
41;189,5166;
42;188,7656;
43;188,9657;
44;190,483;
45;189,9836;
46;190,0318;
47;190,0318;
48;190,2711;
49;190,3334;
50;190,5049;
51;190,3221;
52;188,7127;
53;189,518;
54;189,518;
55;189,6912;
56;189,6912;
57;190,5624;
58;190,5624;
59;190,5624;
60;190,5624;
61;190,5624;
62;190,5624;
63;190,2935;
64;190,2935;
65;190,9307;
66;189,3345;
67;189,3345;
68;189,3345;
69;190,7307;
70;190,9668;
71;190,9668;
72;190,9668;
73;190,9522;
74;191,3038;
75;191,3038;
76;191,5244;
77;191,5244;
78;191,5244;
79;191,5244;
80;191,8623;
81;191,264;
82;191,7291;
83;192,9196;
84;192,8806;
85;192,8806;
86;192,8806;
87;192,8806;
88;192,8806;
89;192,8806;
90;192,8806;
91;190,6467;
92;190,6467;
93;190,6467;
94;190,6467;
95;188,9562;
96;188,9562;
97;188,9562;
98;188,9562;
99;188,9562;
100;189,3141;
101;189,3141;
102;189,3141;
103;189,3141;
104;189,3141;
105;190,9202;
106;192,1894;
107;192,1894;
108;192,1894;
109;192,1894;
110;192,1894;
111;192,6415;
112;192,6415;
113;192,6415;
114;192,6415;
115;192,6415;
116;192,6767;
117;192,6767;
118;192,6767;
119;192,6767;
120;192,6767;
121;192,6767;
122;194,0279;
123;194,0279;
124;194,0279;
125;194,0279;
126;194,0279;
127;193,1663;
128;193,1663;
129;193,1663;
130;193,8649;
131;194,0905;
132;194,0905;
133;194,0905;
134;194,0905;
135;193,5998;
136;193,5998;
137;193,5998;
138;196,1318;
139;195,986;
140;195,986;
141;196,0274;
142;196,0274;
143;196,0274;
144;196,0274;
145;196,0274;
146;196,5579;
147;194,0439;
148;194,0439;
149;194,0439;
150;194,0439;
151;194,0439;
152;194,0439;
153;194,0439;
154;194,0439;
155;194,0439;
156;194,0439;
157;194,0439;
158;194,0439;
159;194,0439;
160;194,0439;
161;194,0439;
162;194,0439;
163;194,0439;
164;194,0978;
165;194,0978;
166;194,0978;
167;194,0978;
168;193,0813;
169;193,0813;
170;193,0813;
171;193,0813;
172;193,0813;
173;193,0813;
174;193,0813;
175;193,0813;
176;193,0813;
177;193,0813;
178;193,0813;
179;193,0813;
180;193,0813;
181;193,0813;
182;193,0813;
183;193,0813;
184;193,0813;
185;193,0813;
186;193,0813;
187;193,0813;
188;193,0813;
189;193,0813;
190;193,0813;
191;193,0813;
192;193,0813;
193;193,0813;
194;193,0813;
195;193,0813;
196;193,0813;
197;193,0813;
198;193,0813;
199;193,0813;
200;193,0813;
201;193,0813;
202;193,0813;
203;193,0813;
204;193,1666;
205;193,0148;
206;193,0148;
207;193,1443;
208;193,1443;
209;193,1443;
210;194,2456;
211;194,2456;
212;194,2456;
213;196,5564;
214;197,1141;
215;197,1141;
216;196,0156;
217;196,0156;
218;196,0156;
219;196,0156;
220;196,0156;
221;196,0156;
222;196,0156;
223;196,0156;
224;196,0156;
225;196,0156;
226;196,0156;
227;196,0156;
228;196,0156;
229;196,0156;
230;196,0156;
231;196,0156;
232;196,0156;
233;196,0156;
234;196,0156;
235;196,0156;
236;196,0156;
237;196,0156;
238;196,0156;
239;196,0156;
240;196,0156;
241;196,0156;
242;196,0156;
243;196,0156;
244;196,0156;
245;196,0156;
246;196,0156;
247;198,3636;
248;198,3636;
249;200,327;
250;200,327;
251;200,327;
252;200,327;
253;199,5299;
254;199,5299;
255;200,7854;
256;200,7854;
257;200,7854;
258;200,7854;
259;200,1039;
260;200,1039;
261;200,1039;
262;200,1039;
263;200,1039;
264;201,5764;
265;201,5764;
266;201,5764;
267;201,5764;
268;201,5764;
269;201,5764;
270;201,5764;
271;201,5764;
272;201,5764;
273;201,5764;
274;201,5764;
275;201,5764;
276;201,5764;
277;201,5764;
278;201,5764;
279;201,5764;
280;201,5764;
281;201,5764;
282;201,5764;
283;201,5764;
284;201,5764;
285;201,5764;
286;201,5764;
287;201,5764;
288;201,5764;
289;201,5764;
290;201,5764;
291;201,5764;
292;201,5764;
293;201,5764;
294;201,5764;
295;201,5764;
296;201,5764;
297;201,5764;
298;201,5764;
299;201,5764;
